ticker,horizon,n,da,p_binom,da_ci_lo,da_ci_hi,pearson,spearman,amp_ratio,coverage,mae,p_binom_bh,baseline
MOEX,5,40,0.375,0.9596547661240038,0.2422277353579172,0.529678399454681,-0.2400053438270266,-0.19709058950900446,0.4446750829373767,0.0,0.011544892033993458,0.9807613458578999,momentum5
VTBR,1,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,0.2743384064431079,0.17936210131332084,0.4974301098025209,0.0,0.009851521645713013,0.9807613458578999,momentum5
VTBR,2,40,0.5,0.5626853438097896,0.35199278797099753,0.6480072120290025,0.1052407274220043,0.12216175857796545,0.51901000642709,0.0,0.009011609945718212,0.9807613458578999,momentum5
VTBR,3,40,0.525,0.43731465619021037,0.37497106853929735,0.6706477044981831,0.0015412492189178977,0.12120075046904316,0.32793623190503673,0.0,0.012761608874647876,0.9807613458578999,momentum5
VTBR,5,40,0.55,0.3179140013144206,0.39828829888440775,0.6929492471905531,0.18343879444167677,0.2784762668658997,0.6455972199854578,0.0,0.009089264529956422,0.9807613458578999,momentum5
SBER,1,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,-0.029735023595324192,-0.014728645825105996,0.09816916497945671,0.0,0.007285912964728913,0.9996602258725034,ar1
SBER,2,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,-0.07520278444298265,-0.016701853320482168,0.02120019540934634,0.0,0.00586059563638189,0.9996602258725034,ar1
SBER,3,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.07871735647248802,-0.033585065002471,0.002923773610313626,0.0,0.005726066672351552,0.9996602258725034,ar1
SBER,5,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,-0.2332129998880475,-0.11850809406611786,9.407706390085008e-05,0.0,0.005625817818221484,0.9996602258725034,ar1
GAZP,1,40,0.425,0.8659063744726154,0.28509168524815875,0.5780519956394001,0.02058332955059035,-0.026361461636017745,0.145967960217888,0.0,0.01272091808423383,0.9996602258725034,ar1
GAZP,2,40,0.45,0.7852047460783069,0.30705075280944694,0.6017117011155924,0.049277654396608986,-0.0009383063663192229,0.029209655546845015,0.0,0.010683250922481336,0.9996602258725034,ar1
GAZP,3,40,0.575,0.21479525392169307,0.42194800436059987,0.7149083147518411,0.01790838419452454,0.04681270233584645,0.0036835067034382846,0.0,0.013242001631848304,0.9996602258725034,ar1
GAZP,5,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,0.04958713305502601,-0.037907577199296605,0.00022455884311125824,0.0,0.010221397481186405,0.9996602258725034,ar1
LKOH,1,40,0.4,0.923070027918584,0.2634811061240136,0.5540438017260649,-0.1825242669598868,-0.253388996010263,0.0593733941211526,0.0,0.009072179048509882,0.9996602258725034,ar1
LKOH,2,40,0.475,0.6820859986855794,0.32935229550181694,0.6250289314607027,-0.007843838683561552,-0.016420361410586403,0.002905401664595534,0.0,0.009138851874699757,0.9996602258725034,ar1
LKOH,3,40,0.575,0.21479525392169307,0.42194800436059987,0.7149083147518411,0.07929040144582616,0.10863548958899837,0.0004123519907327592,0.0,0.010281166603601267,0.9996602258725034,ar1
